"CONTRACT_NO","BORROWER_ID","LOAN_NAME","LOAN_TYPE","PRINCIPAL_AMOUNT","DATE_OF_ISSUE","INTEREST_RATE","INTEREST_TYPE","LOAN_PERIOD","EMI_AMOUNT","MORTAGE_TYPE","MORTAGE_AMOUNT","NO_OF_DAYS_IN_ARREARS","LOAN_STATUS"
"CGMBA018248","STK2377770","MOTOR BICYCLE ","LEASING",148500,23-01-17,38.65,"EFFECTIVE_RATE",36,7028,"VEHICLE",212500,-30,"PERFORMING"
"PLMBA015108","STK2378628","MOTOR BICYCLE ","LEASING",164850,21-01-17,36.46,"EFFECTIVE_RATE",36,7595,"VEHICLE",235500,-30,"PERFORMING"
"KBMBA012970","STK2368822","MOTOR BICYCLE ","LEASING",160500,09-01-17,40.44,"EFFECTIVE_RATE",36,7763,"VEHICLE",229500,231.9,"NPL"
"DKMBA009316","STK1380021","MOTOR BICYCLE ","LEASING",91000,17-01-17,43.57,"EFFECTIVE_RATE",24,5745,"VEHICLE",130000,-60,"PERFORMING"
"NGMBA015135","STK2372833","MOTOR BICYCLE ","LEASING",178500,16-01-17,45.17,"EFFECTIVE_RATE",24,11427,"VEHICLE",255000,320.1,"NPL"
"MNMBA008609","STK2373764","MOTOR BICYCLE ","LEASING",164850,17-01-17,37.54,"EFFECTIVE_RATE",36,7697,"VEHICLE",235500,-240,"PERFORMING"
"THMBA006438","STK2374142","MOTOR BICYCLE ","LEASING",125999,23-01-17,45.99,"EFFECTIVE_RATE",24,8123,"VEHICLE",179999,0,"PERFORMING"
"PTMBA007329","STK2371006","MOTOR BICYCLE ","LEASING",252836,17-01-17,28,"EFFECTIVE_RATE",18,17363,"VEHICLE",415000,-173.1,"PERFORMING"
"NTMBA007961","STK1001998","MOTOR BICYCLE ","LEASING",173495,18-01-17,40.45,"EFFECTIVE_RATE",36,8393,"VEHICLE",247850,-285.3,"PERFORMING"
"BMMBA012411","STK2377714","MOTOR BICYCLE ","LEASING",173495,23-01-17,40.66,"EFFECTIVE_RATE",24,10678,"VEHICLE",247850,-60,"PERFORMING"
"CGMBA018266","STK1550441","MOTOR BICYCLE ","LEASING",300000,23-01-17,33.43,"EFFECTIVE_RATE",36,13306,"VEHICLE",630000,129.3,"PERFORMING"
"NAMBA008050","STK2378269","MOTOR BICYCLE ","LEASING",114000,23-01-17,28,"EFFECTIVE_RATE",12,11002,"VEHICLE",235500,-30,"PERFORMING"
"PLMBA015214","STK2379544","MOTOR BICYCLE ","LEASING",122850,23-01-17,38.97,"EFFECTIVE_RATE",24,7449,"VEHICLE",247850,-90,"PERFORMING"
"TBMBA011892","STK2379602","MOTOR BICYCLE ","LEASING",227000,24-01-17,38.86,"EFFECTIVE_RATE",24,13751,"VEHICLE",325100,-180,"PERFORMING"
"THMBA006513","STK2378603","MOTOR BICYCLE ","LEASING",146930,25-01-17,39.78,"EFFECTIVE_RATE",36,7050,"VEHICLE",209900,220.5,"NPL"
"CGMBA016824","STK2363556","MOTOR BICYCLE ","LEASING",164000,03-01-17,37.26,"EFFECTIVE_RATE",36,7630,"VEHICLE",235500,210,"NPL"
"APMBA012402","STK2365375","MOTOR BICYCLE ","LEASING",227570,03-01-17,38.27,"EFFECTIVE_RATE",36,10720,"VEHICLE",325100,-60,"PERFORMING"
"WTMBA013100","STK2365826","MOTOR BICYCLE ","LEASING",172350,03-01-17,39.08,"EFFECTIVE_RATE",36,8200,"VEHICLE",247850,330.9,"NPL"
"HRMBA007275","STK2367333","MOTOR BICYCLE ","LEASING",109350,06-01-17,70.76,"EFFECTIVE_RATE",12,12970,"VEHICLE",247850,-180,"PERFORMING"
"CGMBA017878","STK2375335","MOTOR BICYCLE ","LEASING",126499,18-01-17,42.69,"EFFECTIVE_RATE",36,6287,"VEHICLE",199999,396.3,"NPL"
"KNMBA012873","STK2377041","MOTOR BICYCLE ","LEASING",170590,24-01-17,36.61,"EFFECTIVE_RATE",24,10129,"VEHICLE",243700,120,"PERFORMING"
"EMMBA015384","STK2365449","MOTOR BICYCLE ","LEASING",103950,03-01-17,43.58,"EFFECTIVE_RATE",24,6564,"VEHICLE",148500,-30,"PERFORMING"
"ARMBA012572","STK2366896","MOTOR BICYCLE ","LEASING",164850,04-01-17,39.99,"EFFECTIVE_RATE",36,7930,"VEHICLE",235500,-60,"PERFORMING"
"KRMBA009613","STK2367044","MOTOR BICYCLE ","LEASING",136600,09-01-17,59.22,"EFFECTIVE_RATE",12,15356,"VEHICLE",325100,0,"PERFORMING"
"KLMBA009545","STK2366437","MOTOR BICYCLE ","LEASING",167200,05-01-17,36.47,"EFFECTIVE_RATE",36,7704,"VEHICLE",238900,150.9,"PERFORMING"
"KOMBA002478","STK2369078","MOTOR BICYCLE ","LEASING",173495,10-01-17,39.8,"EFFECTIVE_RATE",36,8327,"VEHICLE",247850,-30,"PERFORMING"
"APMBA012846","STK2368012","MOTOR BICYCLE ","LEASING",149660,18-01-17,28,"EFFECTIVE_RATE",12,14444,"VEHICLE",213800,-117,"PERFORMING"
"AWMBA006872","STK2370251","MOTOR BICYCLE ","LEASING",177200,17-01-17,39.92,"EFFECTIVE_RATE",36,8517,"VEHICLE",253200,358.8,"NPL"
"BMMBA012110","STK2217840","MOTOR BICYCLE ","LEASING",125800,11-01-17,39.05,"EFFECTIVE_RATE",36,5983,"VEHICLE",199300,188.7,"NPL"
"KUMBA021525","STK2370976","MOTOR BICYCLE ","LEASING",290500,16-01-17,36.05,"EFFECTIVE_RATE",36,13315,"VEHICLE",415000,885.9,"NPL"
"NAMBA007893","STK2371626","MOTOR BICYCLE ","LEASING",164500,17-01-17,40.22,"EFFECTIVE_RATE",36,7936,"VEHICLE",235500,-60,"PERFORMING"
"NPMBA004892","STK2371610","MOTOR BICYCLE ","LEASING",164850,16-01-17,40.6,"EFFECTIVE_RATE",36,7989,"VEHICLE",235500,-90,"PERFORMING"
"PMMBA001921","STK2372974","MOTOR BICYCLE ","LEASING",100000,18-01-17,37.07,"EFFECTIVE_RATE",24,5962,"VEHICLE",175000,513.9,"NPL"
"PLMBA014853","STK2374211","MOTOR BICYCLE ","LEASING",135000,17-01-17,34.32,"EFFECTIVE_RATE",36,6056,"VEHICLE",195000,-225.9,"PERFORMING"
"KLMBA009866","STK2060705","MOTOR BICYCLE ","LEASING",130000,20-01-17,41.83,"EFFECTIVE_RATE",24,8084,"VEHICLE",200000,-259.2,"PERFORMING"
"MPMBA008944","STK1451938","MOTOR BICYCLE ","LEASING",142675,02-01-17,37.42,"EFFECTIVE_RATE",36,6651,"VEHICLE",203875,-60,"PERFORMING"
"PTMBA007114","STK2367185","MOTOR BICYCLE ","LEASING",255493,06-01-17,39.75,"EFFECTIVE_RATE",36,12255,"VEHICLE",364990,30,"PERFORMING"
"ARMBA013067","STK2370773","MOTOR BICYCLE ","LEASING",171150,11-01-17,40.28,"EFFECTIVE_RATE",36,8263,"VEHICLE",244500,410.7,"NPL"
"KUMBA021288","STK2368770","MOTOR BICYCLE ","LEASING",174965,11-01-17,38.89,"EFFECTIVE_RATE",36,8305,"VEHICLE",249950,271.2,"NPL"
"MPMBA009286","STK1484421","MOTOR BICYCLE ","LEASING",164800,13-01-17,35.94,"EFFECTIVE_RATE",48,6517,"VEHICLE",235500,837.3,"NPL"
"RTMBA012882","STK2371728","MOTOR BICYCLE ","LEASING",167230,13-01-17,40.73,"EFFECTIVE_RATE",36,8117,"VEHICLE",238900,0,"PERFORMING"
"THMBA006247","STK2369966","MOTOR BICYCLE ","LEASING",159000,16-01-17,34.13,"EFFECTIVE_RATE",24,9232,"VEHICLE",265000,-210,"PERFORMING"
"ANMBA008760","STK2346923","MOTOR BICYCLE ","LEASING",150000,16-01-17,42.08,"EFFECTIVE_RATE",24,9348,"VEHICLE",250000,-513,"PERFORMING"
"KBMBA013164","STK2373546","MOTOR BICYCLE ","LEASING",290500,17-01-17,43.85,"EFFECTIVE_RATE",24,18385,"VEHICLE",415000,-30,"PERFORMING"
"CGMBA017683","STK2373007","MOTOR BICYCLE ","LEASING",169050,17-01-17,41.89,"EFFECTIVE_RATE",24,10518,"VEHICLE",241500,0,"PERFORMING"
"BWMBA006483","STK2374622","MOTOR BICYCLE ","LEASING",164500,17-01-17,37.58,"EFFECTIVE_RATE",36,7684,"VEHICLE",235500,-30,"PERFORMING"
"NTMBA007978","STK1376292","MOTOR BICYCLE ","LEASING",173495,18-01-17,40.45,"EFFECTIVE_RATE",36,8393,"VEHICLE",247850,-90,"PERFORMING"
"NGMBA014604","STK2365387","MOTOR BICYCLE ","LEASING",226700,04-01-17,28,"EFFECTIVE_RATE",12,21878,"VEHICLE",397000,-87.9,"PERFORMING"
"NGMBA014695","STK2367250","MOTOR BICYCLE ","LEASING",170590,06-01-17,40.63,"EFFECTIVE_RATE",36,8270,"VEHICLE",243700,-729.9,"PERFORMING"
"PLMBA014695","STK2366358","MOTOR BICYCLE ","LEASING",150850,11-01-17,46.87,"EFFECTIVE_RATE",18,11826,"VEHICLE",215500,0,"PERFORMING"
"TRMBA010291","STK536795","MOTOR BICYCLE ","LEASING",164900,11-01-17,39.94,"EFFECTIVE_RATE",36,7928,"VEHICLE",235500,-90,"PERFORMING"
"RTMBA012758","STK2369651","MOTOR BICYCLE ","LEASING",161400,10-01-17,38.26,"EFFECTIVE_RATE",48,6612,"VEHICLE",238900,-796.2,"PERFORMING"
"HGMBA011333","STK153762","MOTOR BICYCLE ","LEASING",171000,18-01-17,39.22,"EFFECTIVE_RATE",36,8150,"VEHICLE",244500,-60,"PERFORMING"
"ARMBA013368","STK2374084","MOTOR BICYCLE ","LEASING",150850,17-01-17,40.47,"EFFECTIVE_RATE",36,7299,"VEHICLE",215500,-72.6,"PERFORMING"
"KWMBA007886","STK2379750","MOTOR BICYCLE ","LEASING",164500,30-01-17,48.62,"EFFECTIVE_RATE",12,17581,"VEHICLE",235500,-30,"PERFORMING"
"ANMBA008975","STK1479915","MOTOR BICYCLE ","LEASING",122500,25-01-17,41.92,"EFFECTIVE_RATE",36,6032,"VEHICLE",175000,385.8,"NPL"
"EMMBA015393","STK2365523","MOTOR BICYCLE ","LEASING",143500,03-01-17,28,"EFFECTIVE_RATE",24,7877,"VEHICLE",241500,0,"PERFORMING"
"GNMBA015560","STK922049","MOTOR BICYCLE ","LEASING",126000,19-01-17,32.63,"EFFECTIVE_RATE",30,6198,"VEHICLE",180000,-584.4,"PERFORMING"
"BKMBA005349","STK1948527","MOTOR BICYCLE ","LEASING",149650,16-01-17,39.97,"EFFECTIVE_RATE",36,7198,"VEHICLE",213800,90,"PERFORMING"
"NKMBA011713","STK2372152","MOTOR BICYCLE ","LEASING",70000,16-01-17,34.38,"EFFECTIVE_RATE",24,4074,"VEHICLE",170000,0,"PERFORMING"
"BMMBA012208","STK2372867","MOTOR BICYCLE ","LEASING",148700,16-01-17,38.5,"EFFECTIVE_RATE",24,8979,"VEHICLE",235500,-30,"PERFORMING"
"THMBA006292","STK2374483","MOTOR BICYCLE ","LEASING",119000,17-01-17,37.49,"EFFECTIVE_RATE",24,7121,"VEHICLE",170000,-90,"PERFORMING"
"DKMBA009385","STK2375401","MOTOR BICYCLE ","LEASING",154000,18-01-17,35.4,"EFFECTIVE_RATE",36,7002,"VEHICLE",220000,237.6,"NPL"
"BBMBA004908","STK2376620","MOTOR BICYCLE ","LEASING",139500,23-01-17,42.57,"EFFECTIVE_RATE",36,6923,"VEHICLE",199300,-120,"PERFORMING"
"ANMBA008883","STK2068419","MOTOR BICYCLE ","LEASING",147000,20-01-17,28,"EFFECTIVE_RATE",36,6081,"VEHICLE",210000,60,"PERFORMING"
"PLMBA015117","STK2378450","MOTOR BICYCLE ","LEASING",164850,21-01-17,36.46,"EFFECTIVE_RATE",36,7595,"VEHICLE",235500,-30,"PERFORMING"
"MTMBA011209","STK1578657","MOTOR BICYCLE ","LEASING",102020,24-01-17,39.11,"EFFECTIVE_RATE",24,6194,"VEHICLE",180000,0,"PERFORMING"
"CWMBA010352","STK2379724","MOTOR BICYCLE ","LEASING",173350,26-01-17,39.91,"EFFECTIVE_RATE",36,8331,"VEHICLE",247850,0,"PERFORMING"
"BMMBA012572","STK2277611","MOTOR BICYCLE ","LEASING",164850,24-01-17,37.19,"EFFECTIVE_RATE",36,7663,"VEHICLE",235500,-30,"PERFORMING"
"MWMBA015427","STK2380105","MOTOR BICYCLE ","LEASING",178500,31-01-17,37.53,"EFFECTIVE_RATE",36,8333,"VEHICLE",255000,630,"NPL"
"KUMBA020535","STK2363004","MOTOR BICYCLE ","LEASING",160230,02-01-17,39.25,"EFFECTIVE_RATE",36,7639,"VEHICLE",228900,150,"PERFORMING"
"MHMBA009552","STK2363031","MOTOR BICYCLE ","LEASING",122430,11-01-17,37.39,"EFFECTIVE_RATE",36,5706,"VEHICLE",174900,-60,"PERFORMING"
"ANMBA008555","STK771492","MOTOR BICYCLE ","LEASING",108050,05-01-17,53.98,"EFFECTIVE_RATE",12,11849,"VEHICLE",250000,0,"PERFORMING"
"NTMBA007718","STK852240","MOTOR BICYCLE ","LEASING",111930,10-01-17,43.63,"EFFECTIVE_RATE",36,5625,"VEHICLE",159900,265.5,"NPL"
"CGMBA017902","STK1957816","MOTOR BICYCLE ","LEASING",390000,18-01-17,28,"EFFECTIVE_RATE",36,16132,"VEHICLE",565000,248.1,"NPL"
"NGMBA014899","STK2354153","MOTOR BICYCLE ","LEASING",161450,10-01-17,45.89,"EFFECTIVE_RATE",24,10400,"VEHICLE",235500,30,"PERFORMING"
"BTMBA014880","STK2368147","MOTOR BICYCLE ","LEASING",150800,10-01-17,39.4,"EFFECTIVE_RATE",36,7203,"VEHICLE",215500,0,"PERFORMING"
"GNMBA015029","STK1553623","MOTOR BICYCLE ","LEASING",231000,10-01-17,33.49,"EFFECTIVE_RATE",24,13335,"VEHICLE",330000,1055.7,"NPL"
"MGMBA018521","STK2370220","MOTOR BICYCLE ","LEASING",164850,11-01-17,42.9,"EFFECTIVE_RATE",24,10347,"VEHICLE",235500,0,"PERFORMING"
"MGMBA018798","STK2371957","MOTOR BICYCLE ","LEASING",290500,18-01-17,36.53,"EFFECTIVE_RATE",36,13394,"VEHICLE",415000,387.6,"NPL"
"HGMBA011324","STK2371462","MOTOR BICYCLE ","LEASING",147000,18-01-17,58.6,"EFFECTIVE_RATE",12,16477,"VEHICLE",209999,660,"NPL"
"MOMBA006698","STK2372420","MOTOR BICYCLE ","LEASING",164465,16-01-17,40.99,"EFFECTIVE_RATE",36,8008,"VEHICLE",234950,523.5,"NPL"
"BKMBA005400","STK2181870","MOTOR BICYCLE ","LEASING",122700,18-01-17,28,"EFFECTIVE_RATE",12,11842,"VEHICLE",261700,0,"PERFORMING"
"GNMBA015542","STK2376895","MOTOR BICYCLE ","LEASING",122500,19-01-17,38.19,"EFFECTIVE_RATE",36,5765,"VEHICLE",175000,-30,"PERFORMING"
"KOMBA002515","STK2376913","MOTOR BICYCLE ","LEASING",230000,20-01-17,35.66,"EFFECTIVE_RATE",36,10491,"VEHICLE",350000,263.1,"NPL"
"HGMBA011485","STK2375885","MOTOR BICYCLE ","LEASING",149000,24-01-17,42.28,"EFFECTIVE_RATE",36,7368,"VEHICLE",227500,-432.9,"PERFORMING"
"BTMBA015481","STK1353913","MOTOR BICYCLE ","LEASING",162000,23-01-17,45.59,"EFFECTIVE_RATE",24,10408,"VEHICLE",235500,-210,"PERFORMING"
"JEMBA009484","STK2361910","MOTOR BICYCLE ","LEASING",119500,04-01-17,28,"EFFECTIVE_RATE",12,11533,"VEHICLE",235500,-30,"PERFORMING"
"BMMBA011607","STK2365262","MOTOR BICYCLE ","LEASING",160230,03-01-17,42.25,"EFFECTIVE_RATE",24,10000,"VEHICLE",228900,-30,"PERFORMING"
"GNMBA014808","STK1030210","MOTOR BICYCLE ","LEASING",157500,04-01-17,30.47,"EFFECTIVE_RATE",36,6727,"VEHICLE",225000,479.7,"NPL"
"PGMBA010769","STK2367929","MOTOR BICYCLE ","LEASING",163200,06-01-17,31.52,"EFFECTIVE_RATE",36,7065,"VEHICLE",235500,30,"PERFORMING"
"MPMBA009057","STK2365409","MOTOR BICYCLE ","LEASING",138800,09-01-17,42.63,"EFFECTIVE_RATE",24,8692,"VEHICLE",198300,390,"NPL"
"NKMBA011500","STK1648392","MOTOR BICYCLE ","LEASING",150850,09-01-17,34.5,"EFFECTIVE_RATE",24,8788,"VEHICLE",215500,-572.1,"PERFORMING"
"NTMBA007695","STK2368431","MOTOR BICYCLE ","LEASING",174965,09-01-17,39.27,"EFFECTIVE_RATE",36,8344,"VEHICLE",249950,-60,"PERFORMING"
"KRMBA009750","STK2370722","MOTOR BICYCLE ","LEASING",164850,11-01-17,40.68,"EFFECTIVE_RATE",36,7997,"VEHICLE",235500,30,"PERFORMING"
"PLMBA014792","STK2371733","MOTOR BICYCLE ","LEASING",288600,16-01-17,33.76,"EFFECTIVE_RATE",36,12854,"VEHICLE",439500,-300,"PERFORMING"
"WLMBA005950","STK2372512","MOTOR BICYCLE ","LEASING",139510,16-01-17,39.49,"EFFECTIVE_RATE",36,6671,"VEHICLE",199300,-30,"PERFORMING"
"KTMBA008975","STK2373404","MOTOR BICYCLE ","LEASING",167230,16-01-17,41.78,"EFFECTIVE_RATE",36,8221,"VEHICLE",238900,-90,"PERFORMING"
"DKMBA009262","STK2374054","MOTOR BICYCLE ","LEASING",164500,17-01-17,40.92,"EFFECTIVE_RATE",36,8003,"VEHICLE",235500,-60,"PERFORMING"
"PGMBA011041","STK2375291","MOTOR BICYCLE ","LEASING",162400,18-01-17,45.81,"EFFECTIVE_RATE",24,10454,"VEHICLE",235500,-60,"PERFORMING"
"NEMBA006766","STK723176","MOTOR BICYCLE ","LEASING",57000,20-01-17,28,"EFFECTIVE_RATE",12,5501,"VEHICLE",95000,0,"PERFORMING"
"GNMBA015481","STK2033902","MOTOR BICYCLE ","LEASING",77000,18-01-17,33.17,"EFFECTIVE_RATE",18,5488,"VEHICLE",110000,-357,"PERFORMING"
"MPMBA008999","STK1585430","MOTOR BICYCLE ","LEASING",84000,05-01-17,30,"EFFECTIVE_RATE",36,3566,"VEHICLE",140000,60,"PERFORMING"
"RTMBA012466","STK1996889","MOTOR BICYCLE ","LEASING",150000,04-01-17,27,"EFFECTIVE_RATE",18,10227,"VEHICLE",235500,-30,"PERFORMING"
"DKMBA009002","STK356686","MOTOR BICYCLE ","LEASING",139500,05-01-17,42.09,"EFFECTIVE_RATE",36,6883,"VEHICLE",199300,0,"PERFORMING"
"TBMBA011306","STK2367690","MOTOR BICYCLE ","LEASING",138000,09-01-17,39.59,"EFFECTIVE_RATE",36,6607,"VEHICLE",198300,-90,"PERFORMING"
"NGMBA014792","STK2367713","MOTOR BICYCLE ","LEASING",132930,06-01-17,44.12,"EFFECTIVE_RATE",18,10227,"VEHICLE",189900,-180,"PERFORMING"
"NEMBA006445","STK2367773","MOTOR BICYCLE ","LEASING",110000,06-01-17,28,"EFFECTIVE_RATE",24,6038,"VEHICLE",185000,-30,"PERFORMING"
"RGMBA004236","STK2367970","MOTOR BICYCLE ","LEASING",79930,06-01-17,32,"EFFECTIVE_RATE",12,7871,"VEHICLE",235500,0,"PERFORMING"
"GPMBA015418","STK2368482","MOTOR BICYCLE ","LEASING",226600,09-01-17,38.02,"EFFECTIVE_RATE",36,10642,"VEHICLE",325100,-120,"PERFORMING"
"KNMBA012837","STK776725","MOTOR BICYCLE ","LEASING",284400,20-01-17,26,"EFFECTIVE_RATE",30,12992,"VEHICLE",408500,-60,"PERFORMING"
"KPMBA013359","STK2219638","MOTOR BICYCLE ","LEASING",144700,14-01-17,41.03,"EFFECTIVE_RATE",24,8935,"VEHICLE",235500,-210,"PERFORMING"
"KBMBA013100","STK2372830","MOTOR BICYCLE ","LEASING",164500,16-01-17,40.37,"EFFECTIVE_RATE",36,7950,"VEHICLE",235500,-30,"PERFORMING"
"POMBA010389","STK1200813","MOTOR BICYCLE ","LEASING",122400,18-01-17,43.57,"EFFECTIVE_RATE",36,6147,"VEHICLE",174900,201.9,"NPL"
"CGMBA017780","STK2373240","MOTOR BICYCLE ","LEASING",101600,18-01-17,56.96,"EFFECTIVE_RATE",12,11300,"VEHICLE",212500,0,"PERFORMING"
"GNMBA015728","STK2378852","MOTOR BICYCLE ","LEASING",101500,24-01-17,45.28,"EFFECTIVE_RATE",36,5201,"VEHICLE",143000,-30,"PERFORMING"
"AVMBA010291","STK2368033","MOTOR BICYCLE ","LEASING",255493,06-01-17,38.41,"EFFECTIVE_RATE",36,12056,"VEHICLE",364990,-90,"PERFORMING"
"BKMBA005356","STK2369796","MOTOR BICYCLE ","LEASING",138300,17-01-17,42.49,"EFFECTIVE_RATE",24,8650,"VEHICLE",198300,-413.1,"PERFORMING"
"WYMBA004496","STK2367259","MOTOR BICYCLE ","LEASING",164850,13-01-17,33.76,"EFFECTIVE_RATE",36,7342,"VEHICLE",235500,-120,"PERFORMING"
"MOMBA006667","STK2370491","MOTOR BICYCLE ","LEASING",147000,16-01-17,37.76,"EFFECTIVE_RATE",48,5977,"VEHICLE",235500,-948.6,"PERFORMING"
"POMBA010334","STK129435","MOTOR BICYCLE ","LEASING",164850,17-01-17,41.69,"EFFECTIVE_RATE",36,8095,"VEHICLE",235500,0,"PERFORMING"
"KUMBA021668","STK2373042","MOTOR BICYCLE ","LEASING",100000,17-01-17,30,"EFFECTIVE_RATE",24,5592,"VEHICLE",170000,-30,"PERFORMING"
"PGMBA010972","STK2310921","MOTOR BICYCLE ","LEASING",164850,16-01-17,40.64,"EFFECTIVE_RATE",36,7993,"VEHICLE",235500,-560.1,"PERFORMING"
"CWMBA010051","STK2373448","MOTOR BICYCLE ","LEASING",173350,18-01-17,39.91,"EFFECTIVE_RATE",36,8331,"VEHICLE",247850,0,"PERFORMING"
"ALMBA003871","STK2243654","MOTOR BICYCLE ","LEASING",100000,17-01-17,35.19,"EFFECTIVE_RATE",24,5862,"VEHICLE",170000,0,"PERFORMING"
"EMMBA016019","STK2379316","MOTOR BICYCLE ","LEASING",162960,23-01-17,37.48,"EFFECTIVE_RATE",18,11973,"VEHICLE",244500,-402.6,"PERFORMING"
"HTMBA005264","STK2357403","MOTOR BICYCLE ","LEASING",164850,23-01-17,40.81,"EFFECTIVE_RATE",36,8010,"VEHICLE",235500,-30,"PERFORMING"
"NKMBA012226","STK2379859","MOTOR BICYCLE ","LEASING",145900,25-01-17,42.59,"EFFECTIVE_RATE",24,9133,"VEHICLE",235500,-240,"PERFORMING"
"KRMBA010103","STK2379862","MOTOR BICYCLE ","LEASING",159250,24-01-17,40.68,"EFFECTIVE_RATE",36,7725,"VEHICLE",227500,-60,"PERFORMING"
"BMMBA012031","STK2367191","MOTOR BICYCLE ","LEASING",148700,05-01-17,34.85,"EFFECTIVE_RATE",36,6714,"VEHICLE",235500,-755.7,"PERFORMING"
"ANMBA008623","STK2365926","MOTOR BICYCLE ","LEASING",146000,10-01-17,42.41,"EFFECTIVE_RATE",36,7231,"VEHICLE",244500,161.1,"PERFORMING"
"TBMBA011430","STK751331","MOTOR BICYCLE ","LEASING",105435.2,10-01-17,28,"EFFECTIVE_RATE",12,10176,"VEHICLE",170000,390,"NPL"
"BDMBA008258","STK2370925","MOTOR BICYCLE ","LEASING",218750,11-01-17,39.43,"EFFECTIVE_RATE",48,9120,"VEHICLE",313250,37.5,"PERFORMING"
"JEMBA009644","STK2371727","MOTOR BICYCLE ","LEASING",159350,13-01-17,51.95,"EFFECTIVE_RATE",12,17305,"VEHICLE",247850,-60,"PERFORMING"
"WLMBA005967","STK978046","MOTOR BICYCLE ","LEASING",221600,16-01-17,36.18,"EFFECTIVE_RATE",36,10173,"VEHICLE",325100,0,"PERFORMING"
"AGMBA005318","STK2373234","MOTOR BICYCLE ","LEASING",290500,17-01-17,36.8,"EFFECTIVE_RATE",36,13439,"VEHICLE",415000,-30,"PERFORMING"
"CWMBA010097","STK2374327","MOTOR BICYCLE ","LEASING",138800,18-01-17,40.92,"EFFECTIVE_RATE",36,6753,"VEHICLE",198300,-30,"PERFORMING"
"WYMBA004717","STK2357651","MOTOR BICYCLE ","LEASING",45000,21-01-17,28,"EFFECTIVE_RATE",24,2470,"VEHICLE",125000,-120,"PERFORMING"
"GPMBA015889","STK2375252","MOTOR BICYCLE ","LEASING",75000,19-01-17,28,"EFFECTIVE_RATE",18,5151,"VEHICLE",210000,0,"PERFORMING"
"WRMBA004601","STK2375147","MOTOR BICYCLE ","LEASING",137000,27-01-17,40.3,"EFFECTIVE_RATE",36,6616,"VEHICLE",235500,-456.9,"PERFORMING"
"CGMBA017984","STK2375527","MOTOR BICYCLE ","LEASING",282000,19-01-17,41.3,"EFFECTIVE_RATE",24,17454,"VEHICLE",405500,-60,"PERFORMING"
"BMMBA012387","STK2377192","MOTOR BICYCLE ","LEASING",307930,21-01-17,35.58,"EFFECTIVE_RATE",36,14031,"VEHICLE",439900,135.3,"PERFORMING"
"ALMBA003734","STK2365236","MOTOR BICYCLE ","LEASING",110000,02-01-17,43.86,"EFFECTIVE_RATE",24,6962,"VEHICLE",220000,-120,"PERFORMING"
"CGMBA017160","STK2367588","MOTOR BICYCLE ","LEASING",148500,09-01-17,37.6,"EFFECTIVE_RATE",36,6938,"VEHICLE",212500,0,"PERFORMING"
"HMMBA009897","STK1963662","MOTOR BICYCLE ","LEASING",236000,09-01-17,26,"EFFECTIVE_RATE",36,9509,"VEHICLE",338300,-197.1,"PERFORMING"
"KTMBA008777","STK2180969","MOTOR BICYCLE ","LEASING",164850,10-01-17,42.06,"EFFECTIVE_RATE",36,8131,"VEHICLE",235500,338.7,"NPL"
"BKMBA005219","STK1386211","MOTOR BICYCLE ","LEASING",184500,10-01-17,29.14,"EFFECTIVE_RATE",36,7746,"VEHICLE",261700,30,"PERFORMING"
"ARMBA013580","STK2370380","MOTOR BICYCLE ","LEASING",167999,23-01-17,40.21,"EFFECTIVE_RATE",36,8104,"VEHICLE",239999,-60,"PERFORMING"
"NGMBA015074","STK2371497","MOTOR BICYCLE ","LEASING",75650,16-01-17,54.61,"EFFECTIVE_RATE",24,5246,"VEHICLE",262650,-120,"PERFORMING"
"BKMBA005332","STK2324840","MOTOR BICYCLE ","LEASING",146999.3,16-01-17,45.44,"EFFECTIVE_RATE",24,9432,"VEHICLE",209999,-359.7,"PERFORMING"
"NTMBA007930","STK196417","MOTOR BICYCLE ","LEASING",163600,18-01-17,28,"EFFECTIVE_RATE",36,6768,"VEHICLE",235500,-60,"PERFORMING"
"CGMBA018044","STK2374112","MOTOR BICYCLE ","LEASING",234500,19-01-17,21.74,"EFFECTIVE_RATE",48,7356,"VEHICLE",335000,-663.6,"PERFORMING"
"CGMBA018099","STK2376758","MOTOR BICYCLE ","LEASING",164850,20-01-17,37.84,"EFFECTIVE_RATE",36,7725,"VEHICLE",235500,-90,"PERFORMING"
"EMMBA015986","STK2375694","MOTOR BICYCLE ","LEASING",122200,23-01-17,28,"EFFECTIVE_RATE",36,5055,"VEHICLE",244500,-270,"PERFORMING"
"BTMBA015463","STK2377366","MOTOR BICYCLE ","LEASING",146499,23-01-17,41.03,"EFFECTIVE_RATE",36,7137,"VEHICLE",209999,0,"PERFORMING"
"JEMBA009422","STK1887498","MOTOR BICYCLE ","LEASING",98000,02-01-17,62.52,"EFFECTIVE_RATE",12,11189,"VEHICLE",235500,-210,"PERFORMING"
"KUMBA020784","STK2361333","MOTOR BICYCLE ","LEASING",162559,04-01-17,28,"EFFECTIVE_RATE",12,15688,"VEHICLE",235500,-309,"PERFORMING"
"ANMBA008531","STK2366521","MOTOR BICYCLE ","LEASING",128800,05-01-17,38.92,"EFFECTIVE_RATE",36,6116,"VEHICLE",198300,0,"PERFORMING"
