team_won,team_lost,winning_score,losing_score
100PG,BLINK,2,0
HONORIS,Izako Boars,2,1
GORILLAZ,Budapest Five,2,0
Vitality,OG,2,0
Unicorns of Love,ALTERNATE aTTaX,2,1
KOVA,Lilmix,2,0
AVE,Galaxy Racer,2,1
Akuma,GROND,2,0
Nordavind,GORILLAZ,2,0
Sprout,NLG,2,0
Fiend,PACT,2,0
K23,Marlian,2,0
Nordavind,Finest,2,0
ttc,Nexus,2,1
O PLANO,Triumph,2,1
Bravos,Meta,2,1
Extra Salt,GODSENT,2,0
MIBR,Havan Liberty,2,1
FunPlus Phoenix,HYENAS,2,0
Unicorns of Love,Cowana,2,1
AGF,DBL PONEY,2,1
Nemiga,1WIN,2,1
NIP,Anonymo,2,1
KOVA,MASONIC,2,1
NLG,SSP,2,1
777,Copenhagen Flames,2,1
Izako Boars,HONORIS,2,0
Young Ninjas,GORILLAZ,2,0
Natus Vincere,GROND,2,0
100PG,AGF,2,1
Caronte,Case,2,0
Young Ninjas,Finest,2,0
Gambit,Akuma,2,0
Sangal,Infinite,2,0
GORILLAZ,Nordavind,2,0
Ambush,Chetz,2,0
ENCE,Fiend,2,0
NASR,Tricked,2,1
GORILLAZ,SJ,2,0
Paquetá,Santos,2,0
Sharks,INTZ,2,1
Nordavind,Astralis Talent,2,1
hREDS,KOVA,2,1
Virtus.pro,K23,2,0
MASONIC,Astralis Talent,2,0
GORILLAZ,Lyngby Vikings,2,1
Young Ninjas,Caronte,2,1
ENCE,Dignitas,2,0
hREDS,Astralis Talent,2,1
forZe,IN.GAME,2,0
NAVI Junior,Budapest Five,2,0
KOVA,MASONIC,2,0
Fiend,Entropiq,2,1
SKADE,Sprout,2,1
NAVI Junior,Sinners,2,1
AGF,777,2,0
Lyngby Vikings,100PG,2,0
VERTEX,R!OT,2,0
Lyngby Vikings,777,2,1
100PG,AGF,2,0
Veloz,PDHM,2,0
Third Impact,Mythic,2,0
Big Chillin,SKDC,2,0
Extra Salt,QcClan,2,0
G2,FaZe,2,1
Movistar Riders,Izako Boars,2,1
forZe,BLINK,2,1
Trident,Marlian,2,1
OFFSET,Case,2,0
DBL PONEY,Budapest Five,2,0
Caronte,eXploit,2,0
Sangal,Camlica,2,0
ENCE,SKADE,2,1
Heroic,Sprout,2,0
OFFSET,Caronte,2,1
DBL PONEY,NAVI Junior,2,0
Spirit, bankaPEPSI,2,0
Movistar Riders,Copenhagen Flames,2,0
Case,eXploit,2,0
Dignitas,Young Ninjas,2,1
Budapest Five,Sinners,2,1
Animal Squad,R!OT,2,1
Entropiq,100PG,2,0
Dire Wolves,VERTEX,2,1
Izako Boars,M1 EDEN,2,0
Wisla Krakow,HONORIS,2,0
ORDER,Rooster,2,0
Dynasty,munyanyo,2,0
HONORIS,Izako Boars,2,1
Wisla Krakow,M1 EDEN,2,0
ChocoCheck,Triumph,2,1
Third Impact,PDHM,2,0
TeamOne,CENSRD,2,0
Extra Salt,Recon 5,2,0
IN.GAME,EC Kyiv,2,0
mousesports,fnatic,2,0
Anonymo,Movistar Riders,2,1
Sinners,Endpoint,2,0
Istanbul Wildcats,Sahangiller,2,0
Spirit Academy,Nexus,2,0
BIG,Complexity,2,0
 bankaPEPSI,SG.pro,2,1
Chetz,mYinsanity,2,0
Entropiq,Endpoint,2,1
GamerLegion,Ambush,2,0
Copenhagen Flames,Nexus,2,0
Ambush,Chetz,2,0
GamerLegion,mYinsanity,2,0
1WIN,Unique,2,0
Fiend,forZe,2,0
Galaxy Racer,GORILLAZ,2,0
Nexus,OFFSET,2,0
Paradox,Caught off Guard,2,0
VERTEX,Sylyx,2,0
SJ,Lilmix,2,0
Renegades,BBBMBCBS,2,0
Simplicity,munyanyo,2,0
Dire Wolves,Chiefs,3,0
K23,AVE,2,0
Galaxy Racer,SJ,2,0
GORILLAZ,Lilmix,2,0
Astralis,OG,2,0
Apeks,Copenhagen Flames,2,1
EC Kyiv, benched,2,1
GROND,IN.GAME,2,0
Infinite,4glory,2,0
Fiend,Sangal,2,0
DBL PONEY,Vitality,2,0
SKADE,Anonymo,2,1
Apeks,OFFSET,2,1
Sangal,4glory,2,1
NAVI Junior,Lilmix,2,0
100PG,SG.pro,2,0
 bankaPEPSI,ForceArena Lviv,2,0
Fiend,Infinite,2,0
WaitForTag,Unique,2,0
Endpoint,LDLC,2,1
1WIN,CrowCrowd,2,0
Copenhagen Flames,Nexus,2,1
Tricked,EC Brugge,2,1
Marlian,AVE,2,0
1WIN,NASR,2,0
K23,Save's,2,0
Young Ninjas,Movistar Riders,2,0
1WIN,EC Brugge,2,0
NASR,Tricked,2,0
Triumph,Imperial,2,1
TeamOne,Third Impact,2,0
Fantastic Seven,The Lycans,2,1
Third Impact,Valkyrie,2,1
TeamOne,Party Astronauts,2,1
Triumph,SKDC,2,0
AGF,Lyngby Vikings,2,0
Imperial,Veloz,2,0
IN.GAME,EC Kyiv,16,4
Young Ninjas,KOVA,2,1
AGO,PACT,2,0
GROND, benched,16,14
Natus Vincere,Gambit,3,0
SG.pro,ForceArena Lviv,16,14
100PG, bankaPEPSI,16,13
ORDER,Dire Wolves,3,1
Unique,CrowCrowd,16,3
Team Machine,Team SPUNJ,16,10
WaitForTag,1WIN,16,5
AVE,Save's,16,9
Fiend,Copenhagen Flames,2,0
Marlian,K23,16,9
Natus Vincere,Heroic,2,1
Copenhagen Flames,Astralis Talent,2,0
The Lycans,Medieval,2,0
HONORIS,PACT,2,1
Fantastic Seven,GROND,2,0
100PG,1WIN,2,1
Sangal,Case,2,1
BLINK,NASR,2,0
ForceArena Lviv,Whykick,2,0
GAIJIN,CG,2,0
Save's,ASAP,2,1
EC Brugge,LowLandLions,2,0
 benched,Free TON,2,1
AGO,Wisla Krakow,2,0
CrowCrowd,Gold Mine Beer,2,0
Gambit,G2,2,0
AVE,AGF,2,0
LowLandLions,mCon,2,1
Galaxy Racer, bankaPEPSI,2,0
MAD Lions,Spirit Academy,2,0
PACT,KOVA,2,1
EC Brugge,Lyngby Vikings,2,0
ORDER,Paradox,2,1
Fiend,Lemondogs,2,0
Spirit Academy,ALTERNATE aTTaX,2,0
Nexus,eXploit,2,0
ttc,Case,2,0
Copenhagen Flames,Lyngby Vikings,2,0
Dire Wolves,VERTEX,2,0
Natus Vincere,FURIA,2,1
Wisla Krakow,ESCA,2,1
DBL PONEY,GORILLAZ,2,0
SKADE,MAD Lions,2,1
Apeks,EC Brugge,2,1
G2,Astralis,2,1
Movistar Riders,eSuba,2,1
AGO,Pompa,2,0
MAD Lions,ALTERNATE aTTaX,2,0
SAW,Young Ninjas,2,0
Anonymo,PACT,2,0
SKADE,Spirit Academy,2,0
forZe,Sprout,2,0
Endpoint,NAVI Junior,2,0
777,Nordavind,2,1
AGO,Sangal,2,0
Copenhagen Flames,Anonymo,2,1
Lyngby Vikings,OFFSET,2,0
Tricked,AGO,2,1
PACT,Sangal,2,1
Endpoint,SKADE,2,0
After,Wings Up,16,13
Caronte,NAVI Junior,2,1
Tricked,Astralis Talent,2,0
Wings Up,Let's Quit,16,5
Let's Quit,After,16,7
Copenhagen Flames,Izako Boars,2,0
Reece,After,16,11
TYLOO,Let's Quit,16,7
TYLOO,Reece,16,7
Reece,Lynn Vision,16,14
TeamOne,Mythic,2,1
Secret Club,ChocoCheck,2,1
Triumph,Big Chillin,2,0
Santos,Bravos,2,0
Havan Liberty,Furious,2,0
Meta,SWS,2,0
Santos,eLevate,2,1
INTZ,Black Dragons,2,1
Sinners,Anonymo,2,1
Galaxy Racer,AGO,2,1
forZe,EPG Family,2,1
BIG,BLINK,2,1
Young Ninjas,NAVI Junior,2,0
Reece,Let's Quit,22,19
forZe,FURIA,2,1
Galaxy Racer,Tricked,2,0
Wings Up,Reece,16,4
Movistar Riders,Anonymo,2,0
ORDER,Paradox,2,1
Lynn Vision,Wings Up,16,11
Caught off Guard,Dynasty,2,0
AGO,Astralis Talent,2,0
EPG Family,fnatic,2,0
TYLOO,Wings Up,16,5
Fiend,Endpoint,2,1
Lynn Vision,Let's Quit,16,2
TYLOO,After,16,5
Lynn Vision,TYLOO,16,14
Lynn Vision,After,16,12
eLevate,FURIA Academy,2,1
Recon 5,SKDC,2,1
ChocoCheck,QcClan,2,0
Secret Club,Big Chillin,2,0
Bravos,Santos,2,0
BIG,Apeks,2,1
Endpoint,Sprout,2,0
FURIA,Sinners,2,1
EC Brugge,Sangal,2,1
Anonymo,Sangal,1,0
forZe,Spirit,2,0
LDLC,NAVI Junior,2,1
R!OT,Sylyx,2,1
fnatic,EXTREMUM,2,1
BBBMBCBS,Animal Squad,2,1
Sangal,UMX,2,0
Renegades,VERTEX,2,0
Caught off Guard,munyanyo,2,0
Rooster,Simplicity,2,0
EPG Family,ENCE,2,0
Jaguares,Durany,2,0
forZe,K23,2,0
LDLC,EC Brugge,2,1
EXTREMUM,AGO,2,0
EC Brugge,Sangal,2,0
OFFSET,Lilmix,2,1
EPG Family,SKADE,2,0
Chiefs,Bizarre,2,1
LDLC,UMX,2,0
ViCi,TYLOO,3,1
Endpoint,PACT,2,0
Sinners,Lyngby Vikings,2,1
Durany,Keyd,2,1
O PLANO,Triumph,2,0
RBG,Third Impact,2,0
Endpoint,Chetz,3,1
O PLANO,Party Astronauts,2,0
Third Impact,Counter Nature,2,0
RBG,HeadShotKings,2,0
Heroic,Astralis,2,0
SACRAMENTO,Contact Light,2,1
Movistar Riders,SAW,2,0
Triumph,Veloz,1,0
KOVA,hREDS,2,1
SKADE,ENCE,2,1
Gambit,Natus Vincere,2,1
SACRAMENTO,Levadia,2,1
WaitForTag,spray'n'pray,2,1
 bankaPEPSI,mysterious,2,0
Chetz,XENEX,2,0
ENCE,Endpoint,2,0
KOVA,SJ,2,1
Marlian,sZavoda,2,0
IN.GAME,vezet,2,0
Fiend,Izako Boars,2,0
FURIA,Vitality,2,0
SKADE,Sinners,2,1
ViCi,Invictus,2,0
Young Ninjas,Copenhagen Flames,2,1
hREDS,EXEN,2,0
Contact Light,Titan,2,0
Invictus,Wings Up,2,0
Jaguares,Durany,2,0
Keyd,Santos,2,0
Movistar Riders,Case,2,1
G2,Virtus.pro,2,0
Endpoint,Sangal,2,0
Chetz,UMX,2,0
Sinners,Anonymo,2,1
FURIA,Complexity,2,0
SAW,OFFSET,2,0
SKADE,Movistar Riders,2,1
Endpoint,XENEX,2,0
ENCE,Sprout,2,0
Vitality,BIG,2,0
SKADE,1WIN,2,1
Lyngby Vikings,eXploit,2,0
Keyd,SELECAO,2,0
Santos,SWS,2,0
mousesports,Complexity,2,0
G2,mousesports,2,0
Heroic,BIG,2,0
DBL PONEY,HAVU,2,0
Astralis,Complexity,2,0
Virtus.pro,Spirit,2,0
AGO,Fiend,2,1
Sinners,forZe,2,0
mousesports,Anonymo,2,0
TYLOO,ViCi,2,1
Vitality,Extra Salt,2,1
FURIA,paiN,2,0
Movistar Riders,Copenhagen Flames,2,0
EPG Family,Sprout,2,0
forZe,Apeks,2,0
Fiend,Lyngby Vikings,2,1
Young Ninjas,NAVI Junior,16,3
Wings Up,Invictus,2,1
Endpoint,Anonymo,16,7
SKADE,Extra Salt,2,0
Durany,SWS,2,1
Jaguares,SELECAO,2,0
Durany,Keyd,2,1
mousesports,FaZe,2,1
Jaguares,Santos,2,0
Anonymo,Sprout,2,1
Natus Vincere,Virtus.pro,2,0
Sprout,HAVU,2,1
Spirit,Fiend,2,1
Anonymo,DBL PONEY,2,0
Gambit,G2,2,1
SAW,eSuba,16,13
K23,forZe,2,1
Lyngby Vikings,Apeks,2,1
SKADE,Copenhagen Flames,16,4
Heroic,paiN,16,6
BIG,FURIA,16,6
Complexity,Vitality,16,10
Movistar Riders,Entropiq,2,0
ViCi,Wings Up,2,1
Astralis,Extra Salt,16,8
Izako Boars,OFFSET,2,0
SKADE,Copenhagen Flames,2,1
Virtus.pro,FaZe,16,13
Natus Vincere,mousesports,16,14
AGO,Case,2,0
G2,Spirit,19,16
PACT,eXploit,2,1
Caronte,Sampi,2,0
Gambit,Fiend,16,5
TYLOO,Invictus,2,0
Sinners,Extra Salt,2,1
Fiend,MAD Lions,2,0
Paquetá,Havan Liberty,16,14
DBL PONEY,Endpoint,2,1
Complexity,mousesports,2,1
MIBR,Black Dragons,16,6
Sprout,Dignitas,2,1
Santos,SWS,19,16
LDLC,TheDice,2,0
Complexity,Anonymo,2,1
G2,mousesports,2,0
Sprout,Tricked,2,0
Meta,Jaguares,1,0
Furious,Isurus,1,0
Endpoint,SKADE,2,0
EPG Family,Extra Salt,2,0
EXTREMUM,Sinners,2,0
Dignitas,AGO,2,0
DBL PONEY,Movistar Riders,2,1
Tricked,Lyngby Vikings,2,1
Bizarre,Paradox,2,1
mousesports,HAVU,2,0
K23,SKADE,2,1
forZe,Copenhagen Flames,2,1
ViCi,Invictus,2,1
G2,FaZe,2,1
Endpoint,Lilmix,2,1
mousesports,Movistar Riders,2,0
Apeks,Fiend,2,1
Dire Wolves,Chiefs,2,1
Lyngby Vikings,AGO,2,0
TYLOO,Wings Up,2,1
MAD Lions,Izako Boars,2,0
Case,Young Ninjas,2,0
mousesports,Movistar Riders,2,1
Complexity,Sprout,2,1
Tricked,Sangal,2,1
DBL PONEY,ENCE,2,1
AGO,Lilmix,2,0
FunPlus Phoenix,G2,2,1
Anonymo,Dignitas,2,0
SKADE,GameAgents,2,0
HAVU,Endpoint,2,0
mousesports,BIG,2,0
Tricked,Copenhagen Flames,2,0
Sprout,SKADE,2,1
Dignitas,DBL PONEY,2,0
Sinners,Apeks,2,0
HAVU,Sangal,2,0
EXTREMUM,AGO,2,0
Anonymo,ENCE,2,0
LDLC,Ambush,2,0
Complexity,GameAgents,2,0
FaZe,FURIA,2,0
OG,Movistar Riders,2,0
mousesports,Lilmix,2,0
TheDice,DBL PONEY,2,1
Extra Salt,Copenhagen Flames,2,1
Endpoint,Tricked,2,1
Lyngby Vikings,AGF,2,0
EPG Family,SKADE,2,0
G2,mousesports,2,1
NAVI Junior,Sangal,2,1
FunPlus Phoenix,BIG,2,1
K23,Young Ninjas,2,1
Paradox,Exsto,2,0
Movistar Riders,AGO,2,0
forZe,MAD Lions,2,0
Bizarre,Animal Squad,2,0
Lyngby Vikings,Case,2,0
Fiend,Izako Boars,2,0
Ambush,mYinsanity,2,1
OG,FaZe,2,0
Movistar Riders,FURIA,2,0
Copenhagen Flames,Alpha,2,0
EXTREMUM,Fiend,2,0
FunPlus Phoenix,SKADE,2,1
BIG,Extra Salt,3,2
Sinners,Young Ninjas,2,0
DBL PONEY,WonderKids,2,0
AGF,MASONIC,2,1
mousesports,K23,2,0
AGO,Izako Boars,2,0
EPG Family,MAD Lions,2,0
Movistar Riders,ENCE,2,0
SKADE,forZe,2,1
OG,Trident,2,0
INTZ,Keyd,1,0
Apeks,K23,2,1
VERTEX,Dynasty,2,0
Paradox,Chiefs,2,0
Extra Salt,Lyngby Vikings,2,1
TYLOO,Wings Up,3,0
LDLC,Young Ninjas,2,0
Copenhagen Flames,Case,2,0
RBG,ex-Rise,2,0
Havan Liberty,Isurus,1,0
Bravado,DNMK,2,1
Paquetá,Furious,16,5
Endpoint,Chetz,2,0
SWS,INTZ,16,14
Black Dragons,Meta,16,6
Bravos,Santos,16,11
Sharks,MIBR,16,11
SKADE,GamerLegion,2,0
BIG,forZe,2,0
DBL PONEY,LDLC,2,1
XENEX,UMX,2,1
GamerLegion,Caronte,2,1
forZe,PROGAMERS,2,0
DBL PONEY,TheDice,2,0
SKADE,DenDD,2,0
LDLC,ide na dol,2,0
D13,TBC,2,1
ViCi,Renewal,2,0
SKADE,Anonymo,2,1
Yalla,WE SELL POWER,2,0
Wings Up,Checkmate,2,0
Keyd,Bears,1,0
Jaguares,DETONA,1,0
Sharks,Havan Liberty,16,6
SWS,Jaguares,1,0
Bravos,Black Dragons,16,9
Paquetá,Keyd,1,0
Santos,Isurus,1,0
MIBR,INTZ,16,5
Apeks,Oilers,2,0
Extra Salt,forZe,2,1
Furious,DETONA,1,0
Caronte,PACT,19,17
GamerLegion,ALTERNATE aTTaX,16,14
DenDD,OFFSET,16,10
TheDice,MAD Lions,16,14
Chetz,Max&BigGarlicDips,2,0
SKADE,Illuminar,16,11
ide na dol,BLINK,16,14
DBL PONEY,Ambush,16,8
LDLC,SAW,16,11
UMX,Audacity,2,1
BIG,HAVU,2,0
TYLOO,D13,2,1
Young Ninjas,Lyngby Vikings,2,1
Invictus,Newhappy,2,0
Meta,Bears,1,0
Sharks,SWS,16,11
INTZ,DETONA,1,0
Black Dragons,Paquetá,16,13
Santos,Meta,16,14
Bravos,Keyd,1,0
Oilers,777,2,1
Havan Liberty,Jaguares,1,0
MIBR,Furious,16,5
Cowana,PIXLIP,2,0
BIG,Complexity,2,0
Apeks,Nordavind Talent,2,1
ENCE,DBL PONEY,2,1
ex-Winstrike,100PG,3,0
Izako Boars,Galaxy Racer,2,0
HAVU,Dignitas,2,1
Invictus,D13,2,0
DBL PONEY,GameAgents,2,1
Lyngby Vikings,LDLC,2,1
NAVI Junior,Izako Boars,2,1
ViCi,Checkmate,2,1
MAD Lions,AGF,2,0
Isurus,Bears,1,0
GameAgents,los kogutos,2,1
Anonymo,DBL PONEY,2,0
CG,mYinsanity,2,0
DBL PONEY,Illuminar,2,1
GameAgents,Cowana,2,1
los kogutos,Infinite,2,1
100PG,1WIN,2,0
BIG,Evil Geniuses,2,0
Anonymo,OFFSET,2,0
Sinners,Young Ninjas,16,6
HAVU,Virtus.pro,2,1
Young Ninjas,AGF,2,1
ex-Winstrike,Trident,2,0
Fiend,Galaxy Racer,2,0
Sprout,Copenhagen Flames,16,11
ORDER,Chiefs,2,1
ex-Winstrike,SAW,19,17
Case,MAD Lions,2,1
LDLC,M1 EDEN,2,1
forZe,NAVI Junior,16,8
TYLOO,Invictus,2,0
Lyngby Vikings,EC Brugge,2,1
Dire Wolves,VERTEX,2,0
Checkmate,Renewal,2,0
Movistar Riders,OFFSET,2,0
Izako Boars,Nordavind,2,0
Illuminar,ZJ,16,9
Cowana,Sinners,19,16
DBL PONEY,mCon,16,14
100PG,Nemiga,2,1
Infinite,PACT,16,6
los kogutos,TheDice,16,9
GameAgents,RatPatrol,1,0
K23,Young Ninjas,2,0
OFFSET,EXCELENTE,16,2
Anonymo,Galaxy Racer,16,11
Extra Salt,Dignitas,2,0
SKADE,AGF,2,0
eSuba,Sampi,16,14
forZe,Complexity,2,1
MAD Lions,EC Brugge,2,0
ex-Winstrike,AVE,2,0
Fiend,Nordavind,2,0
SKADE,Movistar Riders,16,14
Exsto,Caught off Guard,2,0
Galaxy Racer,LDLC,2,1
Endpoint,Caronte,22,19
Bizarre,R!OT,2,1
Case,M1 EDEN,2,0
Anonymo,Entropiq,16,10
ViCi,Wings Up,2,0
Sangal,Lilmix,2,1
Izako Boars,EC Kyiv,2,1
D13,Newhappy,2,0
Lyngby Vikings,Ambush,2,0
Trident,1WIN,2,0
GAIJIN,Babos,2,0
AGF,Fiend,2,1
SKADE,Izako Boars,2,0
K23,LDLC,2,0
1WIN,ex-Winstrike,19,17
Dignitas,Evil Geniuses,2,0
Izako Boars,CLEANTmix,19,16
Trident,100PG,16,10
SKADE,Endpoint,16,5
SKADE,Case,2,0
Young Ninjas,MAD Lions,2,0
Extra Salt,BIG,2,1
Dire Wolves,Paradox,2,1
Galaxy Racer,Lyngby Vikings,2,1
M1 EDEN,Ambush,2,0
Wings Up,Renewal,2,0
Chiefs,Animal Squad,2,0
Nordavind,EC Kyiv,2,1
EC Brugge,Izako Boars,2,1
Anonymo,Endpoint,2,0
TYLOO,Newhappy,2,0
Levitate,ImPerium,2,1
SKADE,Apeks,28,26
CLEANTmix,Fiend,16,14
100PG,MAD Lions,16,9
1WIN,UNITY,16,7
Trident,hREDS,16,13
Endpoint,FTW,16,4
ex-Winstrike,PACT,16,8
Izako Boars,Caronte,16,9
Case,Ambush,2,1
Young Ninjas,Lyngby Vikings,2,0
Complexity,HAVU,2,0
MAD Lions,Galaxy Racer,2,1
LDLC,EC Brugge,2,1
forZe,Virtus.pro,2,0
Sangal,Budapest Five,2,0
Dynasty,Simplicity,2,1
AGF,Nordavind,2,1
Budapest Five,TPT,2,0
SKADE,M1 EDEN,2,0
Paradox,R!OT,2,0
LDLC,PACT,2,0
Hazard,BBBMBCBS,2,1
Fiend,EC Kyiv,2,0
K23,Izako Boars,2,0
Bad News Bears,Triumph,3,2
PDHM,Veloz,2,0
Gambit,Heroic,2,1
Familia,Brandbergen Shooters,2,0
ex-Winstrike,SAW,3,1
ATK,Goliath,3,1
SKADE,Nordavind,2,0
Sangal,Lyngby Vikings,2,0
ALTERNATE aTTaX,BLINK,2,0
Brandbergen Shooters,Quantum Bellator Fire,2,0
Lilmix,los kogutos,2,1
G2,Spirit,2,1
Familia,Lilmix,1,0
Tricked,LDLC,2,1
Nordavind,ENCE,2,0
Familia,PiKELiMM,2,1
Budapest Five,BEE,2,0
eXploit,Case,2,1
Brandbergen Shooters,flowskola,2,0
Quantum Bellator Fire,Denied,2,0
Lilmix,Granit,2,0
Overperformers,Villains,2,1
ORDER,Chiefs,3,1
Caught off Guard,Lese,2,1
LDLC,Izako Boars,2,0
Tricked,AGF,2,0
SKADE,Young Ninjas,2,1
Lilmix,4glory,2,1
los kogutos,IQUE,1,0
Copenhagen Flames,Fiend,2,1
Big Chillin,Levitate,2,1
ImPerium,HeadShotKings,2,0
PDHM,Recon 5 Black,2,0
SKDC,Veloz,2,0
Bad News Bears,RBG,2,0
Sangal,FATE,2,0
ENCE,DBL PONEY,2,0
ALTERNATE aTTaX,ex-HellRaisers,2,0
Gambit,FURIA,2,1
ex-Winstrike,AGO,2,0
BEE,Honvéd,2,1
Sinners,Lyngby Vikings,2,0
SKADE,Apeks,2,1
4glory,LowLandLions,22,19
los kogutos,EC Brugge,16,14
IQUE,Sampi,16,12
Case,FTW,2,0
Movistar Riders,BLINK,2,0
Tricked,KOVA,19,15
AGF,Anonymo,16,9
Lilmix,Nexus,16,9
Izako Boars,MASONIC,16,5
LDLC,Lyngby Vikings,16,13
Heroic,9z,2,0
Budapest Five,Eden,2,0
eXploit,sh1zlEEpeek,2,0
BBBMBCBS,Caught off Guard,2,1
Simplicity,Villains,2,1
Goliath,DNMK,2,1
Chiefs,Paradox,2,0
Checkmate,Lynn Vision,2,1
Newhappy,After,2,1
SKADE,eXploit,2,1
Newhappy,HZ,2,1
After,NJ,2,0
Lynn Vision,ZIGMA,2,0
Checkmate,SHPL,2,0
RBG,High Coast,2,1
SKDC,HeadShotKings,2,1
Levitate,Recon 5 Black,2,1
Veloz,ImPerium,2,1
Big Chillin,PDHM,2,0
BLINK,FATE,2,1
Spirit,Dignitas,2,1
Movistar Riders,Sangal,2,1
AGO,Wisla Krakow,2,1
Lyngby Vikings,Astralis Talent,2,0
ATK,Goliath,2,0
Sinners,ALTERNATE aTTaX,2,0
Hard Legion,GROND,2,0
ENCE,Tricked,2,0
G2,OG,2,1
Fiend,BLINK,2,0
Case,eXploit,2,1
Young Ninjas,DBL PONEY,16,12
GROND,Unique,2,0
Sinners,Sangal,2,1
M1 EDEN,HONORIS,2,0
DBL PONEY,Tricked,16,9
Lyngby Vikings,ex-HellRaisers,2,0
DBL PONEY,ALTERNATE aTTaX,2,1
Young Ninjas,ENCE,16,9
Nordavind,Lemondogs,2,0
Sangal,Budapest Five,16,13
Chiefs,Dire Wolves,2,0
Sinners,TPT,16,12
EC Kyiv,100PG,2,1
Galaxy Racer,KOVA,2,0
Triumph,Bad News Bears,2,1
RBG,Recon 5,2,1
High Coast,GGPR,2,0
FATE,PACT,2,0
Movistar Riders,Copenhagen Flames,2,0
1WIN,Hard Legion,2,0
SAW,ex-Winstrike,2,1
EC Brugge,mCon,3,0
Wisla Krakow,Nemiga,2,1
mYinsanity,PriFu,2,0
DNMK,Sinister5,2,1
SKADE,HAVU,2,0
9z,Vitality,2,1
AGO,Sprout,2,0
AGF,Lyngby Vikings,2,1
Astralis Talent,Singularity,2,1
Sangal,SKADE,1,0
Hard Legion,GROND,2,1
Movistar Riders,Chetz,2,0
Copenhagen Flames,GORILLAZ,2,0
Sangal,Quantum Bellator Fire,2,0
SKADE,NASR,2,0
Nordavind,Apeks,16,9
Copenhagen Flames,eSuba,16,13
AGF,Singularity,2,0
Heroic,SAW,2,0
Lyngby Vikings,Astralis Talent,2,0
Movistar Riders,Budapest Five,2,0
Nordavind,SKADE,16,12
1WIN,Unique,2,1
Young Ninjas,Endpoint,16,13
ORDER,Paradox,2,1
Sinners,Anonymo,16,12
Apeks,HAVU,16,3
BLINK,ONYX,2,0
SKADE,Fiend,2,0
Chiefs,Dynasty,2,0
Dire Wolves,VERTEX,2,0
forZe,Movistar Riders,16,5
NAVI Junior,Case,2,1
Wings Up,LZ,2,0
D13,Checkmate,2,0
SKADE,ONYX,2,1
ORDER,Simplicity,2,0
Fiend,BLINK,2,0
Chiefs,R!OT,2,0
D13,Lynn Vision,2,1
Checkmate,HZ,2,1
Wings Up,NG,2,0
LZ,CatEvil,2,0
paiN,PDHM,3,0
GGPR,ChocoCheck,2,1
Bad News Bears,High Coast,2,0
Triumph,RBG,2,0
Recon 5,Mythic,2,0
Wisla Krakow,Anonymo,2,1
Izako Boars,BLINK,3,0
ATK,Goliath,2,0
SKADE,Contact Light,25,23
Sangal,Unicorns of Love,16,13
AGO,Apeks,2,0
SAW,Sprout,2,0
100PG,CrowCrowd,2,1
Quantum Bellator Fire,Good Game,16,12
ex-Winstrike,Nemiga,2,0
GORILLAZ,SSP,16,3
Movistar Riders,19CM GANG,16,10
NASR,StylDunow,16,13
Chetz,ONYX,16,5
Copenhagen Flames,Dark Tigers,16,7
FURIA,MIBR,2,0
eXploit,OFFSET,2,0
MAD Lions,Case,2,0
Case,OFFSET,2,0
CrowCrowd,ANIMEplusW,2,0
MAD Lions,eXploit,2,0
ex-Winstrike,Entropiq,16,11
Gambit,NASR,2,0
SKADE,ENCE,2,0
Sprout,Sampi,16,12
Izako Boars,HONORIS,2,1
ORDER,Dire Wolves,2,1
Paradox,Chiefs,2,1
Spirit,Extra Salt,2,0
SAW,Caronte,16,13
M1 EDEN,Illuminar,2,0
SKADE,DBL PONEY,16,5
R!OT,Sylyx,2,0
ENCE,GameAgents,16,10
NAVI Junior,SKADE,16,7
Case,Astralis Talent,2,1
HONORIS,Illuminar,2,1
Izako Boars,M1 EDEN,2,1
PDHM,Big Chillin,2,1
RBG,ChocoCheck,2,1
Bad News Bears,Recon 5,2,0
High Coast,Mythic,2,0
Triumph,GGPR,2,0
Babos,Arctic,2,1
ex-Winstrike,AGO,2,1
ALTERNATE aTTaX,Ambush,2,1
Sprout,Wisla Krakow,2,1
LDLC,DBL PONEY,2,1
Dignitas,Liquid,2,0
SAW,Anonymo,2,0
Nemiga,Apeks,2,0
Trident,100PG,2,0
LDLC,ALTERNATE aTTaX,2,1
G2,Endpoint,2,0
Trident,CrowCrowd,2,0
DBL PONEY,Ambush,2,0
Renewal,NG,2,1
100PG,ANIMEplusW,2,1
Young Ninjas,Galaxy Racer,2,1
KOVA,SJ,2,1
OG,Astralis,2,0
Case,GTZ Bulls,2,0
Chiefs,VERTEX,2,1
Dire Wolves,Sylyx,2,0
ORDER,R!OT,1,0
Young Ninjas,KOVA,2,1
Paradox,Rooster,1,0
NAVI Junior,Astralis Talent,2,0
Galaxy Racer,SJ,2,0
BLINK,Sinners,2,1
NLG,Apeks,2,1
Lemondogs,XSET,2,1
EC Brugge,Nordavind,2,0
EC Brugge,Lemondogs,2,0
Nordavind,XSET,2,0
100PG,CrowCrowd,2,1
NAVI Junior,GTZ Bulls,2,0
K23,EC Kyiv,2,1
VERTEX,Paradox,2,0
Astralis Talent,Case,2,1
EC Kyiv,100PG,2,0
Dire Wolves,R!OT,2,0
